SeniorCitizen,tenure,MonthlyCharges,TotalCharges,cluster
0,8,40.33,8500.5,1
1,22,29.62,8910.42,0
0,0,23.75,7829.79,1
0,7,106.41,4219.58,2
0,10,30.48,1733.44,2
0,30,82.13,1118.63,2
0,19,49.95,1048.37,2
0,48,75.45,8469.23,1
0,10,26.66,4205.08,2
0,8,77.19,4195.86,2
0,0,107.55,2235.23,2
0,72,45.13,2375.68,2
0,17,50.82,4202.08,2
0,17,40.25,2348.39,2
0,64,31.24,6982.72,1
1,8,25.38,9367.12,0
0,10,86.37,7469.73,1
0,26,53.34,3276.0,2
0,38,64.72,3557.64,2
0,30,50.82,6784.31,1
0,38,93.92,6807.39,1
0,21,87.63,8266.68,1
0,49,85.9,10298.8,1
0,19,96.12,2498.26,2
0,6,77.46,3206.01,2
0,19,27.92,7930.54,1
1,31,61.13,1343.98,0
0,26,50.31,2672.51,2
0,6,52.93,2550.25,2
0,1,37.99,2356.12,2
0,7,34.42,7757.75,1
0,72,65.57,2139.94,2
0,5,117.07,9462.22,1
0,15,20.27,6189.29,1
0,25,46.82,5715.68,1
0,52,116.5,4282.52,2
0,35,54.38,2601.08,2
1,59,84.76,1780.5,0
0,23,45.29,2179.4,2
0,50,73.29,10302.65,1
0,7,35.7,6835.64,1
0,14,72.95,5350.55,2
1,46,66.88,301.11,0
0,9,103.15,10405.42,1
0,51,100.01,8253.43,1
0,11,36.6,2057.78,2
0,11,113.91,4538.06,2
0,9,57.72,6949.79,1
0,19,23.16,1947.76,2
1,3,25.81,5369.74,0
0,0,60.7,7824.67,1
0,56,108.52,1655.85,2
0,66,33.94,2762.14,2
0,1,67.03,5427.96,1
0,19,72.96,7676.17,1
0,19,108.91,6186.08,1
1,11,19.27,2348.04,0
0,21,108.8,9062.02,1
0,15,45.55,5739.41,1
0,16,106.89,1245.16,2
0,35,61.25,2506.83,2
0,18,51.39,10650.34,1
0,9,118.98,7660.05,1
0,21,97.81,3671.5,2
0,25,67.49,2692.25,2
1,27,56.11,5123.24,0
1,24,50.58,1783.65,0
0,27,88.55,2575.57,2
0,9,60.5,7665.81,1
0,14,84.29,9395.58,1
0,27,60.38,701.54,2
0,35,55.89,6528.77,1
0,14,51.84,6546.7,1
0,11,111.73,4221.9,2
0,31,96.17,8634.87,1
0,6,84.82,5506.41,1
0,0,85.87,1591.6,2
0,15,36.58,6925.22,1
0,4,113.43,6612.09,1
0,11,28.77,10923.94,1
0,8,40.85,2428.6,2
1,37,20.47,6678.06,0
0,10,55.64,6303.08,1
0,25,49.36,3574.73,2
0,28,103.9,8412.59,1
1,15,86.02,4104.93,0
0,2,98.88,7263.4,1
0,30,33.17,4360.77,2
1,1,76.23,8731.15,0
0,2,67.96,10976.8,1
1,5,61.49,7576.71,0
1,8,119.32,8605.65,0
1,46,63.55,650.15,0
0,28,28.9,9817.82,1
0,12,21.38,9166.55,1
0,72,99.4,1542.03,2
0,6,18.98,6795.19,1
0,23,111.63,9510.96,1
0,46,39.27,6931.34,1
0,40,107.92,9708.01,1
0,2,99.01,7820.18,1
0,29,39.45,4849.02,2
0,7,103.3,10532.45,1
0,10,50.76,10150.09,1
0,16,39.27,747.66,2
0,39,39.87,1782.87,2
0,4,107.12,6379.83,1
0,2,19.49,6813.54,1
0,4,93.46,9896.16,1
0,6,99.86,1721.75,2
0,1,55.8,4174.59,2
0,65,90.01,10755.12,1
1,9,110.32,9464.15,0
0,4,73.43,9996.01,1
0,25,84.63,366.99,2
0,38,89.44,2436.24,2
0,34,116.09,5105.9,2
0,31,60.83,9613.55,1
0,1,75.04,4920.45,2
0,38,65.65,1784.11,2
0,17,50.2,6753.22,1
0,26,114.2,9831.98,1
0,72,67.92,766.56,2
0,41,112.94,5462.03,1
1,43,119.09,10782.01,0
0,5,105.44,852.32,2
0,16,34.85,4442.02,2
0,72,21.92,2421.1,2
0,21,73.23,1304.89,2
0,2,72.89,7965.86,1
0,32,79.69,719.29,2
0,1,23.81,10059.96,1
0,33,47.53,10455.88,1
0,52,68.71,6398.89,1
0,13,70.46,6827.99,1
1,13,114.55,9993.22,0
0,9,116.48,6300.6,1
0,52,108.74,2306.46,2
0,19,43.53,3958.01,2
0,21,83.37,5390.63,2
1,27,45.96,7776.47,0
0,8,114.97,5131.52,2
0,14,69.62,10424.39,1
0,33,102.49,6574.47,1
0,72,58.09,5965.86,1
0,0,56.91,8536.8,1
0,1,21.44,2280.63,2
0,13,64.87,5596.21,1
1,26,83.65,207.54,0
0,12,31.25,4868.45,2
0,72,36.85,1699.9,2
0,5,117.11,8790.67,1
0,0,92.62,4165.72,2
0,5,110.67,5159.02,2
0,54,66.57,371.58,2
0,3,36.28,387.87,2
0,16,34.97,2894.62,2
1,13,73.25,7703.49,0
0,27,90.97,8309.63,1
0,1,111.42,10926.67,1
0,26,59.53,8620.46,1
1,10,51.2,7112.04,0
0,65,113.37,7717.63,1
0,47,64.27,4420.08,2
0,12,71.09,10614.49,1
1,72,63.82,6797.91,0
1,1,96.36,227.92,0
0,38,25.26,3842.99,2
0,14,103.31,1568.73,2
0,14,57.98,2607.36,2
0,4,116.52,6233.38,1
0,18,48.65,4848.25,2
0,2,65.97,4970.99,2
1,23,61.08,4754.06,0
0,6,99.75,2213.23,2
0,32,86.5,1190.84,2
0,23,83.98,4782.93,2
0,34,90.86,2975.07,2
0,34,115.83,3408.52,2
0,5,66.75,1183.71,2
0,0,84.47,8551.07,1
1,11,87.76,698.96,0
0,62,105.42,7732.15,1
0,21,47.4,6960.35,1
0,32,100.25,518.35,2
0,52,68.92,9121.27,1
0,59,19.65,6330.45,1
0,18,33.61,7920.66,1
0,19,103.61,6455.62,1
0,47,45.36,2689.94,2
0,41,48.29,3355.52,2
0,30,92.99,10970.37,1
0,23,87.96,8882.03,1
1,24,63.93,9224.68,0
0,11,92.47,2863.56,2
0,45,80.26,8607.28,1
1,24,36.67,3787.57,0
0,6,46.23,3636.65,2
0,6,24.55,3466.03,2
1,49,85.48,1216.17,0
0,24,23.65,1160.96,2
1,12,93.76,7628.24,0
1,5,72.35,5582.24,0
0,23,62.75,8921.25,1
0,5,78.88,8631.7,1
0,15,81.19,3787.47,2
0,28,77.61,1487.41,2
0,20,90.75,3075.19,2
0,63,82.88,6017.82,1
0,1,67.27,8814.03,1
0,8,102.61,4916.14,2
0,1,117.31,6541.38,1
0,5,80.48,6097.62,1
0,3,90.63,2382.15,2
0,32,69.86,4841.52,2
1,11,58.89,7307.17,0
1,64,105.8,569.72,0
0,0,37.86,6619.21,1
1,26,88.41,9895.4,0
0,72,32.0,10058.01,1
0,4,96.19,9364.23,1
0,14,41.93,2433.58,2
0,30,79.92,9451.2,1
1,25,32.21,1241.31,0
0,20,18.06,3563.92,2
0,9,93.63,4379.81,2
0,32,107.27,2282.23,2
0,26,99.55,9615.15,1
0,4,31.55,8103.34,1
0,72,41.94,7862.52,1
0,20,102.09,10202.98,1
0,18,19.71,8376.56,1
0,47,71.9,4717.37,2
0,25,103.25,1480.49,2
0,1,37.91,9113.33,1
0,17,32.7,7855.23,1
0,37,36.53,6669.47,1
0,30,95.07,8201.5,1
0,72,116.45,8309.88,1
0,0,39.53,8174.65,1
1,7,29.08,5005.81,0
0,19,45.62,5888.1,1
0,24,29.31,8839.29,1
1,8,18.52,10220.46,0
0,43,63.88,5683.88,1
0,4,94.64,7629.53,1
0,0,49.74,5589.62,1
0,72,51.76,4597.58,2
0,12,41.24,8592.83,1
1,72,31.43,1642.23,0
0,8,24.81,4902.46,2
0,1,76.16,6481.4,1
1,37,95.94,7792.82,0
1,45,69.37,9729.62,0
0,16,104.11,1791.47,2
0,1,65.1,4569.37,2
0,26,25.26,2515.27,2
0,5,79.61,6040.11,1
0,47,90.94,2265.51,2
1,8,30.59,2653.0,0
0,47,71.4,1352.66,2
0,13,48.31,6223.56,1
0,22,116.18,8814.78,1
0,38,39.61,1395.67,2
0,1,87.63,8732.9,1
0,43,49.48,10617.65,1
0,3,60.47,5267.1,2
0,11,102.36,5893.02,1
0,16,119.71,8387.63,1
0,56,30.34,8268.1,1
0,0,64.87,1206.72,2
0,20,81.27,9114.9,1
0,25,58.07,1220.34,2
0,9,31.45,6238.05,1
0,8,20.44,5539.45,1
0,16,21.19,9104.23,1
0,5,68.75,1509.4,2
0,15,59.93,7100.79,1
1,36,117.89,9846.13,0
0,46,111.03,6084.43,1
0,12,80.35,9528.18,1
0,24,66.41,9720.18,1
0,0,76.48,2796.39,2
1,19,65.37,9681.29,0
0,72,53.36,7511.79,1
0,9,80.26,9468.53,1
0,22,112.9,2922.74,2
0,35,83.89,4177.34,2
0,23,36.1,6638.83,1
0,13,66.54,8298.18,1
0,4,35.6,10809.41,1
0,15,30.18,770.89,2
1,8,51.62,5967.9,0
1,29,38.32,6037.48,0
0,14,113.4,9967.17,1
0,47,23.7,2610.43,2
0,5,116.34,1768.89,2
0,13,103.76,5317.15,2
1,20,44.65,7992.02,0
0,3,27.44,10691.92,1
0,22,75.83,6298.37,1
0,8,43.12,7986.01,1
0,6,43.56,3076.77,2
1,3,76.54,7447.17,0
1,10,64.68,2683.85,0
0,66,69.71,5461.44,2
0,0,50.55,531.28,2
1,47,51.07,3572.15,0
1,12,119.94,8603.99,0
0,20,58.11,764.8,2
0,17,40.74,3517.38,2
0,65,89.86,1894.27,2
0,36,97.94,6909.62,1
1,72,41.99,8186.65,0
0,39,29.15,1226.88,2
1,8,47.99,5762.35,0
0,72,71.58,7502.45,1
0,72,56.84,10889.01,1
0,3,33.77,2412.0,2
0,57,20.51,827.53,2
0,27,69.58,2851.65,2
0,63,106.8,6176.86,1
0,61,78.73,6972.03,1
0,55,106.6,4177.77,2
0,54,96.15,4784.47,2
0,3,53.0,6036.07,1
0,3,60.14,1727.64,2
0,3,105.96,10581.45,1
0,2,89.95,7411.61,1
0,10,75.06,5743.0,1
0,28,114.63,8057.72,1
0,10,22.76,1107.16,2
0,31,105.4,8657.14,1
0,42,50.5,2136.24,2
1,27,84.21,899.34,0
0,15,111.33,9733.52,1
0,8,54.11,7733.87,1
0,3,68.5,440.76,2
0,17,50.91,10248.64,1
0,31,89.83,10978.37,1
0,19,31.3,6811.47,1
0,31,94.81,1627.79,2
0,10,97.63,5687.54,1
0,1,24.73,7458.04,1
0,36,58.77,2052.29,2
0,6,89.07,4272.84,2
0,23,27.62,1215.74,2
0,40,98.93,6395.86,1
0,3,83.53,3791.31,2
0,22,65.24,3892.66,2
0,29,27.68,5069.99,2
0,34,25.28,2797.22,2
0,3,43.01,6792.93,1
0,43,98.61,7394.63,1
0,2,108.78,2776.82,2
0,18,43.27,8480.25,1
0,14,49.05,608.44,2
0,6,35.36,7615.85,1
1,8,87.96,4793.36,0
0,4,20.83,6846.87,1
0,13,112.95,4390.05,2
1,0,46.05,4167.84,0
0,54,96.58,1598.11,2
0,4,116.39,7846.77,1
0,54,32.98,3315.21,2
0,49,30.68,4744.99,2
0,15,46.14,8345.02,1
0,17,78.14,2545.03,2
0,8,18.14,4969.37,2
0,72,79.8,3524.75,2
1,27,76.84,7873.6,0
1,72,22.68,10588.98,0
0,13,71.35,10457.05,1
0,53,103.11,5477.56,1
0,14,48.54,1875.66,2
1,50,101.45,10627.87,0
0,3,63.12,9804.84,1
0,25,103.89,1760.31,2
0,28,66.04,3021.21,2
0,26,109.88,1238.66,2
0,14,111.21,10517.21,1
0,28,18.66,797.24,2
0,6,57.35,4349.01,2
0,22,108.51,9220.93,1
0,20,19.42,5983.0,1
0,9,28.41,5690.19,1
1,37,61.96,4227.12,0
1,2,118.0,117.4,0
1,4,112.59,1659.19,0
1,15,77.68,6359.95,0
0,55,43.77,8828.62,1
0,21,83.46,7124.42,1
0,46,50.93,8363.73,1
1,18,84.65,2286.32,0
0,38,35.28,6195.29,1
0,9,79.38,4092.46,2
0,42,88.55,3691.01,2
0,12,90.88,4682.24,2
0,20,117.66,9587.51,1
0,4,20.68,9737.83,1
0,63,25.89,8676.2,1
0,30,79.72,4147.2,2
0,48,67.22,287.94,2
0,5,82.15,4050.68,2
1,1,88.76,9084.72,0
0,10,21.51,1096.89,2
0,18,67.21,7360.37,1
0,40,68.7,9450.58,1
0,12,81.37,5157.48,2
0,7,54.56,484.2,2
0,11,24.94,5543.73,1
0,30,50.93,7624.3,1
0,10,40.21,7228.02,1
0,72,98.21,5640.94,1
0,4,107.73,6639.22,1
0,34,35.72,3058.82,2
0,22,80.15,2351.47,2
0,6,38.5,9753.3,1
1,35,102.86,3188.14,0
0,14,96.72,7622.82,1
0,28,77.35,2038.87,2
0,27,50.37,4741.97,2
0,2,118.27,1576.44,2
0,45,83.94,3254.38,2
0,28,93.35,1989.02,2
0,37,107.81,10514.5,1
0,14,102.02,193.91,2
0,5,101.73,3837.42,2
0,9,43.92,6930.94,1
0,57,50.22,9663.91,1
0,69,58.04,10961.39,1
1,16,111.51,6704.01,0
0,8,23.84,10100.78,1
0,32,44.43,10434.67,1
0,36,63.17,5915.78,1
0,42,90.94,1292.15,2
0,0,34.54,5530.17,1
0,0,69.76,5334.31,2
0,11,52.18,6037.46,1
0,4,40.06,3891.25,2
1,40,24.28,7361.12,0
0,19,101.85,5123.72,2
0,43,87.83,6291.84,1
1,4,46.65,3333.31,0
0,24,57.7,4854.17,2
0,21,73.91,7852.75,1
0,10,50.77,1198.44,2
1,18,37.11,8816.67,0
0,22,39.49,4665.85,2
0,55,104.77,10727.01,1
0,1,67.44,5853.11,1
0,43,66.09,643.77,2
0,72,57.54,5632.6,1
0,32,91.71,5830.23,1
0,33,102.62,7336.8,1
0,6,91.5,1827.79,2
0,18,67.43,5253.96,2
1,30,38.45,4270.1,0
1,23,73.27,10094.29,0
0,12,92.09,3270.8,2
0,70,60.15,219.75,2
0,18,119.06,5480.2,1
0,72,113.38,10591.48,1
0,20,113.13,7073.95,1
0,39,78.54,6616.94,1
1,33,74.38,9158.63,0
0,27,72.45,1723.54,2
0,0,65.87,3903.9,2
0,2,34.43,2307.45,2
0,21,107.43,4238.9,2
0,60,101.4,637.15,2
0,22,93.77,4526.28,2
0,6,88.37,1644.22,2
1,9,65.58,6835.7,0
0,24,119.55,5294.08,2
1,22,62.96,7349.85,0
0,72,44.79,4868.64,2
0,18,52.02,6895.94,1
0,10,90.95,1115.85,2
0,18,48.71,1831.41,2
0,38,86.2,10641.55,1
0,19,90.5,9245.3,1
0,9,110.3,6157.34,1
0,10,64.89,10985.77,1
0,35,67.94,414.49,2
0,1,25.03,10756.77,1
0,8,35.9,677.79,2
0,4,43.75,7074.05,1
0,72,113.08,6426.25,1
1,2,83.37,9631.21,0
0,35,110.03,6431.9,1
0,24,49.85,2444.5,2
0,25,51.63,2384.55,2
0,36,68.87,8078.01,1
0,12,85.28,9180.15,1
1,12,33.0,5357.34,0
1,8,35.66,8874.68,0
0,22,99.88,1737.17,2
0,66,105.98,5860.27,1
0,64,18.7,5267.57,2
0,30,90.38,9125.64,1
0,59,54.56,10111.75,1
0,72,53.02,1263.96,2
0,39,74.84,6417.6,1
0,13,94.99,4588.0,2
0,16,112.66,5256.83,2
0,66,19.07,9178.98,1
1,27,45.17,7386.11,0
0,42,57.54,5598.16,1
1,3,25.99,6188.09,0
0,5,21.62,9402.09,1
0,10,119.34,9211.42,1
1,5,83.88,3777.69,0
0,59,45.38,1264.23,2
0,6,56.31,1740.09,2
0,20,90.13,3560.41,2
0,2,32.81,10620.35,1
0,4,61.34,10254.99,1
1,7,106.06,9915.93,0
1,72,45.67,6209.55,0
1,39,35.62,5486.95,0
0,27,108.27,2752.61,2
0,62,114.9,7470.38,1
0,72,107.79,9691.39,1
1,15,112.08,9250.89,0
0,9,59.58,8371.7,1
0,9,65.77,2699.33,2
0,0,81.3,6343.93,1
0,8,23.99,2489.69,2
0,10,87.54,8846.02,1
1,0,73.34,10146.56,0
1,53,113.62,10317.51,0
0,47,73.5,10122.36,1
0,7,119.08,3148.48,2
1,40,116.88,2323.67,0
0,39,58.96,925.3,2
0,10,21.51,8246.49,1
0,29,100.37,10583.71,1
0,8,104.96,1325.85,2
0,1,74.4,5264.62,2
0,17,92.73,3017.92,2
0,14,66.66,8029.43,1
0,3,82.55,9512.28,1
1,16,70.24,3871.9,0
0,72,66.94,7532.57,1
1,32,101.66,4394.68,0
0,33,36.31,10436.09,1
0,35,61.31,43.61,2
0,34,86.77,8457.01,1
1,0,118.53,494.1,0
0,64,76.32,7979.63,1
0,44,74.12,10450.57,1
0,8,69.82,9739.33,1
0,20,23.29,1324.77,2
0,23,84.39,817.91,2
1,3,116.31,10111.36,0
1,7,91.7,3033.87,0
0,0,50.6,1952.58,2
1,49,85.01,2581.54,0
0,0,69.4,5903.34,1
0,9,85.99,766.61,2
0,2,119.75,309.92,2
0,38,80.19,6458.46,1
0,64,19.96,4813.8,2
1,20,43.87,9893.16,0
0,3,61.19,6153.31,1
0,20,25.12,6406.08,1
0,36,65.2,10110.32,1
1,31,64.1,1060.7,0
0,33,107.47,5052.63,2
0,8,47.44,4439.47,2
0,1,59.6,8596.49,1
0,4,42.08,4631.8,2
0,72,99.57,5332.47,2
0,23,98.7,5196.27,2
0,32,114.37,8712.12,1
0,57,102.84,7405.54,1
0,47,100.27,4706.3,2
0,6,42.08,805.56,2
0,1,87.72,9178.68,1
1,64,22.27,10922.51,0
0,72,20.26,8185.0,1
1,20,49.0,4771.83,0
0,54,106.66,4341.44,2
0,6,46.09,6582.67,1
0,2,112.76,2366.49,2
1,17,40.49,1739.61,0
0,41,22.84,1255.74,2
0,26,78.58,10659.49,1
1,25,101.37,7266.16,0
0,0,76.15,6119.41,1
0,9,69.54,9712.06,1
0,70,62.77,3631.31,2
0,3,91.03,5618.14,1
0,32,116.5,1565.56,2
0,35,50.04,6677.16,1
0,32,52.96,9883.73,1
0,72,24.82,8220.32,1
1,13,34.85,6311.62,0
1,28,71.66,5735.15,0
0,5,50.17,6627.84,1
0,12,101.61,6923.22,1
0,16,81.46,6745.81,1
0,6,92.59,5146.78,2
0,59,63.05,6891.93,1
0,31,28.16,5739.34,1
0,8,75.36,4656.19,2
0,3,44.44,5750.2,1
0,8,71.28,9026.84,1
1,24,29.38,9982.92,0
0,43,97.48,7032.03,1
0,17,58.74,9481.89,1
0,2,85.85,68.84,2
0,7,68.22,10348.07,1
0,10,65.61,108.32,2
0,25,56.95,10286.54,1
0,7,67.25,1992.83,2
0,6,80.5,1043.54,2
0,8,40.86,9741.27,1
0,22,90.87,202.51,2
1,16,67.53,9103.15,0
0,46,80.91,2244.37,2
0,29,66.21,4405.22,2
1,27,34.7,111.08,0
0,4,51.43,10687.37,1
0,1,52.74,4881.84,2
0,17,59.33,4780.45,2
0,1,50.54,274.67,2
0,11,86.82,2062.78,2
0,0,119.41,2162.7,2
1,4,90.04,140.25,0
1,2,115.81,1890.26,0
0,40,93.31,10338.86,1
0,10,77.84,6418.65,1
0,2,89.98,214.2,2
0,7,101.31,2383.16,2
0,28,103.03,4566.95,2
0,34,31.08,1904.08,2
1,3,81.8,1745.53,0
1,37,34.32,10545.7,0
0,11,92.46,10918.85,1
0,28,18.56,6865.5,1
0,27,83.41,9536.68,1
0,39,22.99,4799.08,2
0,29,109.91,85.64,2
0,0,93.9,6426.75,1
0,18,111.92,1843.51,2
0,4,67.48,6347.76,1
0,72,18.29,9813.0,1
0,7,113.31,8253.23,1
0,13,45.39,2858.25,2
0,5,52.12,8908.29,1
0,3,74.44,7830.84,1
1,22,40.14,10288.72,0
0,16,115.9,6839.46,1
0,11,31.23,10789.42,1
0,2,52.07,5814.68,1
0,33,116.11,5786.02,1
0,0,119.12,228.24,2
0,15,83.44,10302.76,1
0,25,98.03,4751.87,2
0,14,76.84,9553.88,1
0,3,65.35,4255.78,2
0,37,53.25,10202.43,1
0,9,42.0,10442.49,1
0,3,45.14,250.1,2
0,19,67.69,7805.37,1
0,0,114.21,372.44,2
0,9,106.74,1100.53,2
1,34,51.39,464.25,0
0,60,115.11,352.9,2
1,22,34.07,4536.94,0
1,6,73.4,4985.07,0
0,6,88.33,5168.38,2
0,23,114.07,1729.84,2
0,13,42.01,2961.55,2
1,4,49.42,8293.92,0
0,38,29.93,3861.65,2
0,5,52.29,2880.67,2
0,9,103.44,3732.12,2
0,1,60.43,9844.95,1
0,30,118.85,9804.47,1
0,8,58.46,4827.44,2
0,6,91.21,9443.44,1
1,9,58.77,4050.22,0
0,51,42.31,878.32,2
0,18,36.18,5000.22,2
0,4,35.72,9957.44,1
0,37,83.89,771.72,2
0,5,25.5,2746.35,2
0,13,83.12,571.89,2
0,20,60.38,8362.35,1
0,21,85.63,8926.64,1
0,1,20.26,9825.41,1
0,45,32.04,908.27,2
0,16,107.0,7185.85,1
0,72,119.99,5807.07,1
0,31,103.9,2860.06,2
0,72,30.82,7467.01,1
0,15,38.52,207.72,2
0,3,35.98,1400.44,2
1,32,106.51,10044.0,0
1,37,102.36,7032.75,0
0,47,59.97,1206.31,2
0,8,30.65,7233.39,1
0,17,108.63,2837.76,2
0,48,77.37,3720.01,2
0,50,117.66,1219.36,2
0,0,46.78,8004.57,1
0,27,21.81,3195.49,2
0,23,118.2,1725.87,2
0,2,54.01,10753.18,1
0,66,63.72,1876.64,2
0,14,26.89,6873.29,1
0,28,78.49,1439.8,2
0,53,44.53,10528.14,1
0,3,87.49,5049.71,2
0,48,95.53,6673.6,1
0,32,47.35,628.84,2
0,45,63.03,10402.0,1
0,17,53.19,7303.75,1
0,0,117.86,1571.78,2
1,27,104.51,5799.23,0
0,11,60.98,9176.86,1
0,12,70.4,8243.8,1
0,14,118.37,10081.96,1
0,16,45.75,10436.57,1
0,27,108.29,377.11,2
0,32,114.04,7038.21,1
0,37,64.92,643.28,2
0,27,43.26,79.65,2
0,40,33.84,911.43,2
1,3,25.42,10904.85,0
0,45,36.53,34.34,2
0,12,52.34,7263.39,1
0,18,96.9,6752.18,1
0,14,57.61,8688.07,1
0,16,55.06,7391.01,1
0,8,104.13,10345.75,1
1,4,78.64,9400.74,0
0,2,64.93,3108.67,2
0,15,82.21,9647.98,1
0,3,75.15,3086.02,2
0,7,63.33,7257.77,1
0,3,58.76,2714.36,2
0,2,108.27,10322.28,1
1,53,36.81,7765.34,0
0,28,34.09,5286.09,2
0,64,99.68,8833.66,1
1,25,30.3,318.0,0
0,46,116.92,7001.59,1
0,20,46.46,363.01,2
0,15,105.03,2523.6,2
0,18,84.01,3451.29,2
0,9,100.53,8261.78,1
0,26,58.77,10105.24,1
1,56,38.72,4069.28,0
0,38,114.71,6805.93,1
0,15,98.26,8555.63,1
0,72,33.31,9307.38,1
0,72,63.15,10590.86,1
0,16,51.7,8610.49,1
0,49,33.77,376.88,2
0,0,78.43,1139.71,2
0,1,93.46,9175.48,1
1,0,41.82,3090.94,0
0,37,74.09,925.77,2
0,2,38.49,10535.03,1
1,0,85.42,4193.16,0
0,3,89.29,4041.98,2
0,9,69.25,1286.84,2
1,15,85.79,9084.22,0
0,1,89.28,4979.92,2
0,17,111.06,3341.42,2
0,7,103.16,9104.36,1
0,8,101.86,9394.86,1
0,43,20.22,7858.8,1
0,72,44.81,4688.69,2
0,15,37.7,3308.72,2
0,9,119.37,5673.58,1
0,67,75.52,6147.89,1
0,17,35.76,6244.01,1
1,32,76.19,8226.6,0
0,13,88.81,677.31,2
1,5,101.98,7140.39,0
0,26,46.45,9558.22,1
0,27,74.89,1462.27,2
0,15,48.79,6101.03,1
0,7,63.92,7575.89,1
0,44,59.52,10570.02,1
0,8,39.82,1076.8,2
0,26,47.91,8001.56,1
0,12,44.22,6420.2,1
0,15,100.77,3769.61,2
0,5,32.84,576.69,2
0,26,117.15,3636.09,2
0,6,58.98,9092.18,1
0,16,41.02,6989.27,1
0,9,95.79,2526.13,2
0,72,27.39,10922.84,1
1,72,101.16,8211.13,0
0,35,49.7,2093.8,2
0,72,35.52,8597.22,1
0,3,104.17,9146.66,1
1,72,78.72,9579.67,0
0,2,72.93,8140.88,1
1,13,48.48,902.34,0
0,6,69.06,8954.44,1
0,72,97.67,10206.05,1
1,25,66.66,5506.45,0
0,22,82.35,8376.76,1
0,72,21.96,5556.82,2
0,23,78.48,7055.18,1
1,25,41.55,7123.86,0
0,1,93.0,4991.32,2
0,48,49.98,3914.6,2
0,72,48.01,4806.05,2
0,72,60.29,6400.15,1
1,6,30.0,5807.89,0
0,6,94.86,7068.03,1
0,11,82.06,527.88,2
1,9,46.62,5071.02,0
0,9,96.79,794.38,2
0,23,116.07,8312.85,1
0,40,105.42,2960.83,2
0,69,60.25,3817.14,2
0,1,48.03,7202.96,1
0,8,18.83,3825.89,2
0,7,44.4,8032.29,1
0,11,29.82,9483.3,1
0,13,102.47,7012.76,1
0,12,97.3,1736.11,2
0,72,66.01,4956.21,2
0,14,29.94,8063.73,1
1,20,70.99,3011.03,0
0,34,72.11,10435.01,1
0,32,82.38,10378.91,1
0,21,71.62,3735.78,2
0,49,28.15,6761.17,1
0,24,83.18,4283.63,2
0,51,119.04,7991.83,1
0,9,82.61,8727.56,1
1,3,55.02,1849.52,0
0,42,81.43,5735.51,1
0,12,75.0,3820.64,2
0,26,27.69,10179.29,1
0,33,82.68,2181.79,2
0,9,84.6,10412.49,1
0,17,53.69,4623.59,2
0,56,48.69,9611.26,1
0,52,68.72,5118.05,2
0,34,32.78,6759.9,1
0,35,27.38,10869.32,1
0,56,94.99,8053.42,1
0,33,36.66,2158.99,2
0,10,43.34,2910.95,2
0,3,56.88,5104.72,2
0,13,91.33,6454.48,1
1,2,75.78,690.64,0
0,3,64.67,498.01,2
0,72,118.39,5042.38,2
0,28,66.03,5768.43,1
0,47,77.88,895.93,2
0,25,26.43,5240.65,2
1,13,45.72,8590.44,0
0,0,47.87,6049.1,1
1,72,40.79,5265.73,0
1,1,48.22,804.62,0
0,23,67.33,10786.41,1
0,2,105.34,5962.34,1
0,8,83.77,4954.83,2
0,5,99.4,829.78,2
1,20,67.76,8108.31,0
0,54,75.93,3046.39,2
1,25,25.06,901.23,0
0,27,32.43,7926.16,1
1,59,102.78,5298.22,0
1,34,119.26,638.57,0
0,50,97.85,9349.71,1
0,13,38.07,4932.31,2
0,50,20.5,1600.45,2
0,25,22.03,3738.47,2
1,3,45.37,335.6,0
0,0,107.86,10781.13,1
0,6,39.75,8252.73,1
0,11,83.55,556.49,2
1,45,32.11,2658.53,0
0,33,90.07,5250.39,2
0,72,33.0,7892.8,1
0,20,57.21,6992.76,1
0,34,39.02,4864.66,2
0,8,46.22,6022.81,1
0,28,90.41,493.38,2
0,30,75.29,10988.41,1
0,47,28.28,9540.12,1
0,19,103.12,3564.23,2
0,26,79.56,1203.1,2
0,5,46.8,6921.28,1
0,33,58.7,10082.8,1
1,45,107.97,7539.14,0
0,22,51.21,767.79,2
1,3,46.5,4186.14,0
0,9,39.48,7909.72,1
0,16,98.37,2678.07,2
0,28,44.04,7078.67,1
0,9,66.37,6435.24,1
0,45,19.02,1077.22,2
0,11,115.83,8115.47,1
0,1,102.99,4823.73,2
0,39,84.58,1785.78,2
0,25,49.31,10197.48,1
0,40,37.13,8204.55,1
0,10,62.68,7964.61,1
0,0,40.81,4927.69,2
0,1,113.57,7089.24,1
0,2,92.82,7055.1,1
0,40,88.33,1523.71,2
1,8,87.23,9680.97,0
1,72,96.05,8994.03,0
0,35,22.45,1528.06,2
0,22,44.35,3564.6,2
0,72,76.71,777.97,2
0,9,40.28,3809.95,2
0,4,79.19,8033.74,1
0,33,115.78,59.34,2
0,8,51.88,5584.47,1
0,72,95.25,9542.23,1
0,72,62.22,3437.61,2
0,65,91.11,7971.42,1
0,72,24.46,620.11,2
0,23,55.19,6137.98,1
0,29,92.02,9648.52,1
0,2,104.29,4498.47,2
0,35,60.51,6858.53,1
0,5,74.22,6982.87,1
0,45,116.53,8056.56,1
