ts_start,duration_ms,user_id_hash,user_session_hash,language,tier,next_tier,app_section,app_event,choice_action,availability_result,loyalty_balance,purchase_eligibility,api_endpoint,offer_name,offer_value,partner_link,payment_source,action_result,amount_TND,amount_GO,status_result,status_code,technical_flag,internal_error_code,transaction_note,engagement_action,features,banners,client_agent,smartphone_type,source_file,product_name,offer_category,feature_scaled_0,feature_scaled_1,feature_scaled_2,engagement_score
2026-02-23 14:41:45.956,72,67c35eee27b53f9bfa9679e84cfe6f24,os7yt2m6twd1xmxb,en,Silver,Gold,bundles,getArpuUpsellOffer,Back,,800,eligible,/bundles/getArpuUpsellOffer,Flexi_220Mo_B2C_CnC,220 Mo,,,success,20.351,220 Mo,OK,200,0,,flagged_fraud,,data_sharing;roaming;cashback,GameZone_Launch,axios/1.4.0,Huawei P40,SmartSeg_Synthetic_v1.csv,Flexi_220Mo_B2C_CnC,bundles,-0.8750377189812981,-0.360306941863607,-0.6004562591894422,273.45
2026-02-23 17:06:22.576,46,01b3afbd1ab346d6ba5bec27db0b802c,xaji0y6dpbhsahxt,fr,Silver,Gold,bundles,cvmBundles,Retry,,1951,eligible,/bundles/cvmBundles,,,,,success,,,OK,200,0,,auto_approved,,,,Retrofit/2.9.0,Samsung Galaxy S23,SmartSeg_Synthetic_v1.csv,,,0.5928419845400541,,-0.6004562591894422,975.5
2026-02-23 10:41:08.595,69,3b6efcdf63b9d692e46c5601ad6af207,3nipar0zj7ubbrnu,en,Bronze,Silver,info,getAllLineDetails,,available,884,pending,/info/getAllLineDetails,,,,,success,,,OK,200,0,,,,,Winter_Promo,axios/1.4.0,Tecno Spark 10,SmartSeg_Synthetic_v1.csv,,,-0.7679118327121465,,-0.6004562591894422,442.0
2026-02-23 10:03:48.756,250,ffef7ae08534e2fe6f7813b919839964,5egtbxpspaqaluld,fr,Silver,Gold,bundles,getUpsellOffer,,pending,1812,not_eligible,/bundles/getUpsellOffer,Flexi_220Mo_B2C_CnC,220 Mo,,,success,33.788,220 Mo,OK,200,1,,first_try,,early_access;cashback,,OkHttp-library-4.12.0,iPhone 13,SmartSeg_Synthetic_v1.csv,Flexi_220Mo_B2C_CnC,bundles,0.4155741489280055,0.5755442738595233,1.6650014220014935,615.596
2026-02-23 12:28:12.480,12,9cce32bcc3f3392dec4acd26a4d0d946,0h54piwznv0h0gq9,fr,Platinum,Platinum,loyalty,getpromos,Check In,unavailable,2126,eligible,/loyalty/getpromos,,,,,success,,,OK,200,0,,first_try,Watch Ad,,GameZone_Launch,OkHttp-library-4.12.0,Tecno Spark 10,SmartSeg_Synthetic_v1.csv,,,0.8160209142674534,,-0.6004562591894422,1063.0
2026-02-23 14:30:40.939,201,ba54bd21923704a33e3a80d9c419cbc4,8rgybxkpm21b07g2,fr,Bronze,Silver,loyalty,loyaltyoptions,Retry,,2839,not_eligible,/loyalty/loyaltyoptions,,,,,success,,,OK,200,0,,,,roaming;loyalty_points,Spring_Sale,OkHttp-library-4.9.1,iPhone 13,SmartSeg_Synthetic_v1.csv,,,1.725315639385372,,-0.6004562591894422,1419.5
2026-02-23 10:54:50.795,64,11ee66de21f30ad2564032eb6371e20a,yvzwd3kpug99w59s,fr,Silver,Gold,transfer,rechargeInitiatePage,,partial,1994,not_eligible,/transfer/rechargeInitiatePage,,,,,success,,,OK,200,0,,,,family_plan;data_sharing;multi_sim,,OkHttp-library-4.12.0,iPhone 13,SmartSeg_Synthetic_v1.csv,,,0.6476802358445007,,-0.6004562591894422,997.0
2026-02-23 12:54:40.859,217,47a5c1a8e2a9bc59990d8c7341419e6b,hnal3gywiymenvg3,fr,Bronze,Silver,cvm,getOffers,Subscribe,unavailable,1330,eligible,/cvm/getOffers,Facebook_Plus_Mobile_Pre,Unlimited FB,,,success,42.662,Unlimited FB,OK,200,0,,,,auto_renewal;data_sharing;multi_sim,Ooredoo_Anniversary,OkHttp-library-4.9.1,Tecno Spark 10,SmartSeg_Synthetic_v1.csv,Facebook_Plus_Mobile_Pre,cvm,-0.19912438894974588,1.193594708355844,-0.6004562591894422,457.554
2026-02-23 15:45:26.760,151,4c9693597526c5012e374df9b68fdceb,gnrfio878iyhhg8p,ar,Silver,Gold,info,getProfileDetails,Buy Now,,257,not_eligible,/info/getProfileDetails,,,,,success,,,OK,200,0,,flagged_fraud,,roaming,Back_to_School,Volley/1.2.1,Vivo Y35,SmartSeg_Synthetic_v1.csv,,,-1.5675300552211715,,-0.6004562591894422,128.5
2026-02-23 15:31:39.423,68,47f67e3bc61ceee40bd87888aaf1bfc1,oxsfh4gg24479qtk,fr,Bronze,Silver,cvm,getArpuUpsellOffer,Check In,partial,0,eligible,/cvm/getArpuUpsellOffer,Facebook_Plus_Mobile_Pre,Unlimited FB,,,success,5.499,Unlimited FB,OK,200,0,,escalated,,loyalty_points;esim;multi_sim,Back_to_School,OkHttp-library-4.12.0,Nokia G60,SmartSeg_Synthetic_v1.csv,Facebook_Plus_Mobile_Pre,cvm,-1.895284254877981,-1.3947091340136355,-0.6004562591894422,1.833
2026-02-23 10:44:51.448,261,b5ccce1afc22f2913663a5f028d97872,uqaaj84rx6pryiej,en,Bronze,Silver,cvm,getOffers,Retry,unavailable,24,not_eligible,/cvm/getOffers,Flexi_15GO,15 GO,,,success,47.836,15 GO,OK,200,1,,first_try,,loyalty_points;data_sharing,,OkHttp-library-4.9.1,Oppo A78,SmartSeg_Synthetic_v1.csv,Flexi_15GO,bundles,-1.8646768588010805,1.553950010145788,1.6650014220014935,24.279
2026-02-23 13:10:21.043,179,30ac0dd383a1d28654cb05690205bb72,v4k00ilu6vfua9bq,ar,Bronze,Silver,payment,rechargeOnConfirmPage,Check In,,1953,eligible,/payment/rechargeOnConfirmPage,,,,MainAccount,success,,,OK,200,0,,promo_applied,,,,OkHttp-library-4.12.0,Tecno Spark 10,SmartSeg_Synthetic_v1.csv,,,0.5953926008797958,,-0.6004562591894422,976.5
2026-02-23 15:07:24.478,91,5a2560d90be9aa9dcd9b1c162b37eebd,gc9hoxdtpwdpjbc0,ar,Bronze,Silver,bundles,getArpuUpsellOffer,View Details,,1484,not_eligible,/bundles/getArpuUpsellOffer,,,,,success,,,OK,200,1,,retry_attempt,,cashback;family_plan;data_sharing,,OkHttp-library-4.12.0,Vivo Y35,SmartSeg_Synthetic_v1.csv,,,-0.0027269307896344444,,1.6650014220014935,742.5
2026-02-23 16:18:20.562,535,d536cb72e4c243fb102128da43131f95,cvitwu3bfxb4y4k7,fr,Silver,Gold,info,getSubscriberInfo,,unavailable,1018,eligible,/info/getSubscriberInfo,,,,,success,,,OK,200,0,,manual_review,,,Referral_Bonus,OkHttp-library-4.12.0,iPhone 14,SmartSeg_Synthetic_v1.csv,,,-0.5970205379494521,,-0.6004562591894422,509.0
2026-02-23 11:57:27.000,12,4813a10d8e99865cfd47ea4aec7e7883,bl9ot7txkdotrbad,ar,Silver,Gold,payment,rechargeOnConfirmPage,Back,,601,eligible,/payment/rechargeOnConfirmPage,Flexi_8GO,8 GO,,,success,29.886,8 GO,OK,200,1,,,,esim,Ooredoo_Anniversary,OkHttp-library-4.12.0,Vivo Y35,SmartSeg_Synthetic_v1.csv,Flexi_8GO,bundles,-1.128824044785598,0.30378037985404194,1.6650014220014935,210.629
2026-02-23 11:41:18.141,69,70e9640c8efcf8d75900a1394ac547a3,8910t2f7atwyam1n,ar,Bronze,Silver,gamification,getAvailableGames,Skip,,1569,eligible,/gamification/getAvailableGames,,,https://games.ooredoo.tn,,success,,,OK,200,0,,auto_approved,,early_access;loyalty_points;data_sharing,Ooredoo_Anniversary,OkHttp-library-4.12.0,iPhone 13,SmartSeg_Synthetic_v1.csv,,,0.10567426364938809,,-0.6004562591894422,784.5
2026-02-23 16:27:47.099,141,d8fc35734f74d9ffe6fb585dd07c3c4f,pp3xvkvzrgol0w82,fr,Bronze,Silver,gamification,mfawlawebview,Check In,,1986,pending,/gamification/mfawlawebview,,,https://ooredoo.partnerx.tn,,success,,,OK,200,0,,,Scratch Card,multi_sim,Summer_Data,OkHttp-library-4.12.0,Huawei P40,SmartSeg_Synthetic_v1.csv,,,0.637477770485534,,-0.6004562591894422,993.0
2026-02-23 11:27:34.631,60,b523cf1e2b5fb5883cd36c7b3cac3e18,n759in4olr6n92xf,en,Bronze,Silver,products,getOffers,Cancel,,1571,eligible,/products/getOffers,Flexi_15GO,15 GO,,,success,47.013,15 GO,Created,201,0,,promo_applied,,roaming;cashback,Winter_Promo,OkHttp-library-4.12.0,Nokia G60,SmartSeg_Synthetic_v1.csv,Flexi_15GO,bundles,0.1082248799891298,1.4966302549519102,-0.6004562591894422,539.338
2026-02-23 11:47:23.663,64,698bd6798ca37fba52f9af63c36eb80f,3zo7utxzbdq55it9,fr,Bronze,Silver,colors,getColors,Back,unavailable,2109,eligible,/colors/getColors,,,,,failure,,,Internal Server Error,500,1,ERR_DUPLICATE_TXN,vip_fast_track,,priority_support;roaming;esim,,OkHttp-library-4.12.0,Samsung Galaxy S23,SmartSeg_Synthetic_v1.csv,,,0.7943406753796489,,1.6650014220014935,1055.0
2026-02-23 16:57:03.157,139,9e0f2446f4dc974b250f5fdd5fa2138e,nz3a8v4x7y2itl8n,ar,Bronze,Silver,gamification,mfawlaGameStatus,Share,,159,eligible,/gamification/mfawlaGameStatus,,,https://ooredoo.partnerx.tn,,success,,,OK,200,0,,promo_applied,Watch Ad,priority_support;early_access;auto_renewal,Back_to_School,Volley/1.2.1,iPhone 13,SmartSeg_Synthetic_v1.csv,,,-1.6925102558685152,,-0.6004562591894422,79.5
2026-02-23 14:18:37.967,1351,6e68f7f359f43aca6c7b866038f68063,4qdbxvh7katqydsh,fr,Silver,Gold,bundles,getBundles,View Details,,1284,eligible,/bundles/getBundles,Facebook_Plus_Mobile_Pre,Unlimited FB,,,success,48.993,Unlimited FB,OK,200,1,,promo_applied,,priority_support,,Volley/1.2.1,Samsung Galaxy S23,SmartSeg_Synthetic_v1.csv,Facebook_Plus_Mobile_Pre,cvm,-0.25778856476380513,1.6345319746164038,1.6650014220014935,444.664
2026-02-23 14:30:43.185,157,7dd93f475edf5f7fd3e964401e175ee4,ygy0z4evldqlovyv,ar,Bronze,Silver,wishlist,getOffers,Cancel,pending,-452,not_eligible,/wishlist/getOffers,Flexi_15GO,15 GO,,,success,34.302,15 GO,Created,201,1,,discount_applied,,,Spring_Sale,OkHttp-library-4.12.0,Samsung Galaxy S23,SmartSeg_Synthetic_v1.csv,Flexi_15GO,bundles,-2.4717235476596064,0.6113430031057607,1.6650014220014935,-138.899
2026-02-23 17:48:58.145,27,8b584f2374bf74da886cf0302cf2c513,h0mx1egok01tnzrf,en,Bronze,Silver,payment,rechargeInitiatePage,Retry,unavailable,2359,eligible,/payment/rechargeInitiatePage,,,,unknown,failure,,,Not Found,404,1,ERR_OFFER_EXPIRED,,,esim;data_sharing;family_plan,Winter_Promo,OkHttp-library-4.12.0,Vivo Y35,SmartSeg_Synthetic_v1.csv,,,1.1131677178473622,,1.6650014220014935,1180.0
2026-02-23 15:01:34.537,300,86de13f74a30e3340de1deae304bd698,ihoy7dv7c9hx3d43,fr,Platinum,Platinum,markiNharek,status,Back,pending,172,eligible,/markiNharek/status,,,,,success,,,OK,200,0,,,Refer Friend,early_access;auto_renewal;priority_support,Referral_Bonus,OkHttp-library-4.12.0,Samsung Galaxy S23,SmartSeg_Synthetic_v1.csv,,,-1.6759312496601941,,-0.6004562591894422,86.0
2026-02-23 16:59:39.215,39,0885372d879fd4c08880d5f8ee49c329,wj0uunnv6cj9io3m,ar,Gold,Platinum,helpcenter,details,Check In,pending,1809,eligible,/helpcenter/details,,,,,success,,,OK,200,0,,flagged_fraud,,esim,Summer_Data,OkHttp-library-4.12.0,Samsung Galaxy S23,SmartSeg_Synthetic_v1.csv,,,0.4117482244183929,,-0.6004562591894422,904.5
2026-02-23 13:26:51.118,51,2aa99f7863b1b1e2af64163ab2074438,wh55hewlgje2ab2r,ar,Bronze,Silver,loyalty,loyaltyoptions,Skip,unavailable,282,eligible,/loyalty/loyaltyoptions,,,,,success,,,OK,200,0,,,,esim;loyalty_points,Summer_Data,OkHttp-library-4.12.0,Samsung Galaxy A54,SmartSeg_Synthetic_v1.csv,,,-1.5356473509744002,,-0.6004562591894422,141.0
2026-02-23 11:40:57.599,504,49123409332ad2b0fb2b4112a8d851ad,cxlvpymb5m9j98cw,fr,Gold,Platinum,cvm,getArpuUpsellOffer,More Info,pending,2183,not_eligible,/cvm/getArpuUpsellOffer,,,,,timeout,,,Bad Request,400,0,ERR_INVALID_MSISDN,promo_applied,,early_access;priority_support;roaming,Back_to_School,axios/1.4.0,iPhone 14,SmartSeg_Synthetic_v1.csv,,,0.8887134799500921,,-0.6004562591894422,1091.5
2026-02-23 16:49:18.189,50,d361fc1ca2b94ac830c7fff071cbe864,6u86zjq7w7jp61lf,fr,Gold,Platinum,info,getSubscriberInfoAll,Retry,,2118,not_eligible,/info/getSubscriberInfoAll,,,,,success,,,OK,200,1,,auto_approved,,data_sharing;cashback,Spring_Sale,OkHttp-library-4.12.0,Huawei P40,SmartSeg_Synthetic_v1.csv,,,0.8058184489084866,,1.6650014220014935,1059.5
2026-02-23 12:38:45.475,139,47a5c1a8e2a9bc59990d8c7341419e6b,hnal3gywiymenvg3,fr,Bronze,Silver,markiNharek,getDisponibilite,More Info,partial,1330,eligible,/markiNharek/getDisponibilite,CnC_6GO,6 GO,,MainAccount,success,13.648,6 GO,OK,200,0,,discount_applied,Spin Wheel,cashback,Back_to_School,OkHttp-library-4.9.1,Tecno Spark 10,SmartSeg_Synthetic_v1.csv,CnC_6GO,cvm,-0.19912438894974588,-0.827153016061132,-0.6004562591894422,447.883
2026-02-23 12:12:22.455,-1,5a2560d90be9aa9dcd9b1c162b37eebd,gc9hoxdtpwdpjbc0,ar,Bronze,Silver,info,getAllLineDetails,Buy Now,,1484,not_eligible,/info/getAllLineDetails,,,,,success,,,OK,200,0,,flagged_fraud,,auto_renewal,Spring_Sale,OkHttp-library-4.12.0,Vivo Y35,SmartSeg_Synthetic_v1.csv,,,-0.0027269307896344444,,-0.6004562591894422,742.0
2026-02-23 13:21:16.476,427,ed97ccd97388fae9384e65eac3ec4b52,mvihcwi64ciyhe7u,fr,Gold,Platinum,account,getColors,Claim Gift,,1455,eligible,/account/getColors,,,,,success,,,OK,200,0,,escalated,,data_sharing,GameZone_Launch,OkHttp-library-4.12.0,Huawei P40,SmartSeg_Synthetic_v1.csv,,,-0.03971086771588919,,-0.6004562591894422,727.5
2026-02-23 11:09:58.350,931,46fe633ba1cb81147542dffb7c5df20a,d4bepejzhyapdswz,fr,Gold,Platinum,payment,onBundlePaymentInitiate,Back,,749,eligible,/payment/onBundlePaymentInitiate,,,,true,success,,,OK,200,0,,first_try,,priority_support,Winter_Promo,OkHttp-library-4.9.1,Tecno Spark 10,SmartSeg_Synthetic_v1.csv,,,-0.9400784356447117,,-0.6004562591894422,374.5
2026-02-23 17:17:35.322,5,c034bd16f8c1dd5f7bab5bc478906268,45nq4fmyzycwtiqj,en,Silver,Gold,gamification,fetchGoals,Subscribe,,2262,eligible,/gamification/fetchGoals,,,,,success,,,OK,200,0,,flagged_fraud,Claim Gift,data_sharing;priority_support;family_plan,Back_to_School,OkHttp-library-4.9.1,iPhone 13,SmartSeg_Synthetic_v1.csv,,,0.9894628253698895,,-0.6004562591894422,1131.0
2026-02-23 11:30:00.864,368,5a2560d90be9aa9dcd9b1c162b37eebd,gc9hoxdtpwdpjbc0,ar,Bronze,Silver,bundles,cvmBundles,Retry,,1484,not_eligible,/bundles/cvmBundles,SPIN_WHEEL,Spin Wheel,,,failure,,Spin Wheel,Not Found,404,0,ERR_TIMEOUT,flagged_fraud,,loyalty_points;family_plan;early_access,GameZone_Launch,OkHttp-library-4.12.0,Vivo Y35,SmartSeg_Synthetic_v1.csv,SPIN_WHEEL,gamification,-0.0027269307896344444,,-0.6004562591894422,742.0
2026-02-23 17:04:04.231,75,c06f3a878418ccc42d601893e8bead9e,bixoiq2q4qerxdou,fr,Bronze,Silver,colors,getColors,Back,,1531,not_eligible,/colors/getColors,,,,,success,,,OK,200,0,,auto_approved,,cashback,Spring_Sale,axios/1.4.0,Nokia G60,SmartSeg_Synthetic_v1.csv,,,0.05721255319429566,,-0.6004562591894422,765.5
2026-02-23 13:57:52.591,39,1e42a87b173e03d1ebd5c66cc0a2c9a4,a7ypp5zp7r1m264u,fr,Bronze,Silver,payment,rechargeOnConfirmPage,Buy Now,unavailable,2434,not_eligible,/payment/rechargeOnConfirmPage,,,,true,success,,,OK,200,1,,flagged_fraud,,esim;loyalty_points,,Volley/1.2.1,iPhone 13,SmartSeg_Synthetic_v1.csv,,,1.2088158305876762,,1.6650014220014935,1217.5
2026-02-23 11:27:13.270,151,9a7281545065a743a93c9ab66e133bf7,t8dtm4vxjj2jvqyi,ar,Gold,Platinum,gamification,mfawlaGameStatus,Claim Gift,available,1315,not_eligible,/gamification/mfawlaGameStatus,,,https://ooredoo.partnerx.tn,,success,,,OK,200,0,,,Spin Wheel,family_plan;data_sharing,Summer_Data,OkHttp-library-4.12.0,Tecno Spark 10,SmartSeg_Synthetic_v1.csv,,,-0.21825401149780865,,-0.6004562591894422,657.5
2026-02-23 17:24:32.546,10,88eb6dbf0f608a6fe91ffc0c207740d0,gnmby49e7eobjlzy,ar,Silver,Gold,info,getProfileDetails,Claim Gift,,722,pending,/info/getProfileDetails,,,,,success,,,OK,200,0,,,,early_access,Referral_Bonus,OkHttp-library-4.12.0,Nokia G60,SmartSeg_Synthetic_v1.csv,,,-0.9745117562312248,,-0.6004562591894422,361.0
2026-02-23 14:15:35.478,56,4c66448a279aa434ffa01462340fb43f,t7e8g8jdp0lvsnuj,ar,Bronze,Silver,payment,onBundlePaymentInitiate,Skip,available,2717,eligible,/payment/onBundlePaymentInitiate,Flexi_8GO,8 GO,,voucher,success,2.91,8 GO,OK,200,1,,retry_attempt,,esim,Summer_Data,OkHttp-library-4.9.1,Tecno Spark 10,SmartSeg_Synthetic_v1.csv,Flexi_8GO,bundles,1.5697280426611278,-1.5750260795749353,1.6650014220014935,906.97
2026-02-23 12:18:37.557,99,dbab4c121aeb6b34fee07200ca3700f8,6w3stt1eqc37rln3,en,Silver,Gold,bundles,getBundles,View Details,,1967,eligible,/bundles/getBundles,SPIN_WHEEL,Spin Wheel,,,success,,Spin Wheel,OK,200,0,,vip_fast_track,,cashback;family_plan;loyalty_points,GameZone_Launch,OkHttp-library-4.12.0,Oppo A78,SmartSeg_Synthetic_v1.csv,SPIN_WHEEL,gamification,0.6132469152579877,,-0.6004562591894422,983.5
2026-02-23 13:14:17.845,129,a9aac7508185afb1b4d0066eb39ad235,lvz4qke2gjr81bmq,fr,Platinum,Platinum,info,getSubscriberInfoAll,,,3008,not_eligible,/info/getSubscriberInfoAll,,,,,failure,,,Internal Server Error,500,1,ERR_DUPLICATE_TXN,,,,Back_to_School,OkHttp-library-4.12.0,Tecno Spark 10,SmartSeg_Synthetic_v1.csv,,,1.940842720093546,,1.6650014220014935,1504.5
2026-02-23 16:48:58.010,32,324517d6ca6604e753817f414ef0939b,ertb74rs7gu0env5,ar,Bronze,Silver,info,getAllLineDetails,Cancel,pending,1550,pending,/info/getAllLineDetails,,,,,success,,,OK,200,0,,promo_applied,,esim;roaming,,Volley/1.2.1,Nokia G60,SmartSeg_Synthetic_v1.csv,,,0.08144340842184188,,-0.6004562591894422,775.0
2026-02-23 16:42:05.348,47,a6db623896d6c118bec5cef0bca705e4,ffh8aoy7rp0aga24,ar,Bronze,Silver,bundles,getInternetBundles,Share,unavailable,1723,not_eligible,/bundles/getInternetBundles,Flexi_220Mo_B2C_CnC,220 Mo,,,success,17.634,220 Mo,OK,200,0,,vip_fast_track,,auto_renewal,Winter_Promo,OkHttp-library-4.12.0,Nokia G60,SmartSeg_Synthetic_v1.csv,Flexi_220Mo_B2C_CnC,bundles,0.30207172180949954,-0.5495387460698841,-0.6004562591894422,580.211
2026-02-23 11:12:33.656,138,a5c1677170c0d01ea5b9235b78e3d062,bc2nnuvy8n1utoxi,fr,Gold,Platinum,gamification,mfawlaGameStatus,Buy Now,pending,2355,pending,/gamification/mfawlaGameStatus,,,https://ooredoo.partnerx.tn,,success,,,OK,200,0,,first_try,Spin Wheel,loyalty_points;multi_sim,Summer_Data,OkHttp-library-4.12.0,Vivo Y35,SmartSeg_Synthetic_v1.csv,,,1.1080664851678788,,-0.6004562591894422,1177.5
2026-02-23 13:51:35.381,205,66ba6d42d4fb9d94e80908fa076d2125,chzjq8cxx6mdk5n9,ar,Gold,Platinum,cvm,getUpsellOffer,View Details,partial,955,not_eligible,/cvm/getUpsellOffer,CnC_6GO,6 GO,,,success,18.073,6 GO,OK,200,0,,flagged_fraud,,loyalty_points,Ooredoo_Anniversary,OkHttp-library-4.12.0,Oppo A78,SmartSeg_Synthetic_v1.csv,CnC_6GO,cvm,-0.6773649526513159,-0.5189635668109382,-0.6004562591894422,324.358
2026-02-23 12:00:34.144,40,f21c27266cfb2bd5a795f85f99fa0024,s2wyjxtjgcedqqzr,fr,Bronze,Silver,cvm,getArpuUpsellOffer,More Info,unavailable,1819,pending,/cvm/getArpuUpsellOffer,,,,,success,,,OK,200,1,,,,,Back_to_School,OkHttp-library-4.12.0,Tecno Spark 10,SmartSeg_Synthetic_v1.csv,,,0.42450130611710146,,1.6650014220014935,910.0
2026-02-23 16:21:48.923,134,4349c429ef1632cb0967f9ffeedcb9f8,lrmjkv5usgiotirz,fr,Bronze,Silver,bundles,getArpuUpsellOffer,Skip,,869,not_eligible,/bundles/getArpuUpsellOffer,Flexi_220Mo_B2C_CnC,220 Mo,,,success,37.33,220 Mo,OK,200,0,,first_try,,,Ramadan_2026,OkHttp-library-4.12.0,Xiaomi Redmi Note 12,SmartSeg_Synthetic_v1.csv,Flexi_220Mo_B2C_CnC,bundles,-0.7870414552602093,0.8222351279260062,-0.6004562591894422,302.11
2026-02-23 15:20:52.385,142,cba22c01a7ae392f9c50830c86f4e84b,mbukdqp1hkf286ut,fr,Silver,Gold,cvm,getArpuUpsellOffer,Skip,,2208,pending,/cvm/getArpuUpsellOffer,,,,,success,,,OK,200,0,,vip_fast_track,,early_access;cashback;auto_renewal,,OkHttp-library-4.12.0,Tecno Spark 10,SmartSeg_Synthetic_v1.csv,,,0.9205961841968634,,-0.6004562591894422,1104.0
2026-02-23 13:12:29.231,510,252a5cfc639dc15c92d78787552078ea,gfxc08dtnqfll7v5,fr,Gold,Platinum,cvm,getOffers,,unavailable,1337,eligible,/cvm/getOffers,Flexi_8GO,8 GO,,,success,31.053,8 GO,OK,200,0,,escalated,,multi_sim,Summer_Data,OkHttp-library-4.9.1,Samsung Galaxy S23,SmartSeg_Synthetic_v1.csv,Flexi_8GO,bundles,-0.1901972317606499,0.3850588176562965,-0.6004562591894422,456.018
2026-02-23 12:02:07.725,16,1e9138c9eb3f5c194e91cec4320499c2,jpxgh30153sflse4,en,Bronze,Silver,cvm,getArpuUpsellOffer,Buy Now,,1360,eligible,/cvm/getArpuUpsellOffer,Flexi_220Mo_B2C_CnC,220 Mo,,,success,42.686,220 Mo,OK,200,0,,manual_review,,auto_renewal,Summer_Data,Volley/1.2.1,iPhone 13,SmartSeg_Synthetic_v1.csv,Flexi_220Mo_B2C_CnC,bundles,-0.16086514385362027,1.1952662443517774,-0.6004562591894422,467.562
2026-02-23 17:38:58.148,140,a07ac6f05f09184b97487ecd906c5c59,yk83tqll8os9xtog,fr,Gold,Platinum,bundles,cvmBundles,Share,available,1791,pending,/bundles/cvmBundles,Facebook_Plus_Mobile_Pre,Unlimited FB,,,success,23.398,Unlimited FB,OK,200,0,,discount_applied,,roaming;data_sharing;priority_support,GameZone_Launch,Retrofit/2.9.0,Vivo Y35,SmartSeg_Synthetic_v1.csv,Facebook_Plus_Mobile_Pre,cvm,0.38879267736071754,-0.1480915177132476,-0.6004562591894422,604.799
2026-02-23 15:32:23.674,198,af2edf6f0710bfafd6514e5d0f0de13f,x63cfl0ukeyz7src,fr,Silver,Gold,bundles,getBundles,Confirm,unavailable,2069,not_eligible,/bundles/getBundles,,,,,success,,,OK,200,1,,auto_approved,,esim;early_access,Ramadan_2026,OkHttp-library-4.9.1,Oppo A78,SmartSeg_Synthetic_v1.csv,,,0.7433283485848148,,1.6650014220014935,1035.0
2026-02-23 16:48:00.305,297,23d153b6cff152f65fc14c08de42149a,bo119xp9n56nyxtx,fr,Bronze,Silver,bundles,getUpsellOffer,Confirm,,1379,eligible,/bundles/getUpsellOffer,,,,,success,,,OK,200,1,,flagged_fraud,,esim;auto_renewal;early_access,Ramadan_2026,OkHttp-library-4.12.0,Tecno Spark 10,SmartSeg_Synthetic_v1.csv,,,-0.13663428862607405,,1.6650014220014935,690.0
2026-02-23 10:53:34.789,35,11ee66de21f30ad2564032eb6371e20a,yvzwd3kpug99w59s,fr,Silver,Gold,products,getBundles,Confirm,partial,1994,not_eligible,/products/getBundles,Flexi_8GO,8 GO,,,success,9.018,8 GO,OK,200,0,,vip_fast_track,,family_plan;esim;multi_sim,Ramadan_2026,OkHttp-library-4.12.0,iPhone 13,SmartSeg_Synthetic_v1.csv,Flexi_8GO,bundles,0.6476802358445007,-1.149620168609922,-0.6004562591894422,667.673
2026-02-23 14:32:52.487,90,28453a8cd79ec886e03e44afa7ae70d2,loeazc0b4mskyvk7,fr,Gold,Platinum,markiNharek,status,,unavailable,1980,not_eligible,/markiNharek/status,SPIN_WHEEL,Spin Wheel,,unknown,failure,,Spin Wheel,Bad Request,400,0,ERR_SESSION_EXPIRED,auto_approved,Spin Wheel,family_plan;priority_support;cashback,GameZone_Launch,OkHttp-library-4.12.0,Samsung Galaxy S23,SmartSeg_Synthetic_v1.csv,SPIN_WHEEL,gamification,0.6298259214663088,,-0.6004562591894422,990.0
2026-02-23 13:40:10.949,57,0ce080ccc71c6cf6a8052e8925b81b7c,rq1rdxck36h0w064,ar,Gold,Platinum,cvm,getArpuUpsellOffer,Subscribe,available,2432,not_eligible,/cvm/getArpuUpsellOffer,Promo_Ramadan_10GO,10 GO Ramadan,,,success,8.553,10 GO Ramadan,OK,200,0,,promo_applied,,auto_renewal;early_access,GameZone_Launch,OkHttp-library-4.12.0,Nokia G60,SmartSeg_Synthetic_v1.csv,Promo_Ramadan_10GO,bundles,1.2062652142479346,-1.1820061785311289,-0.6004562591894422,813.518
2026-02-23 11:09:50.397,50,7cf096e9b1dec115e64631c9f4a397c3,f6f7low4vssrural,fr,Silver,Gold,cvm,getArpuUpsellOffer,Claim Gift,,1311,eligible,/cvm/getArpuUpsellOffer,SPIN_WHEEL,Spin Wheel,,,success,,Spin Wheel,OK,200,0,,,,early_access;priority_support,GameZone_Launch,Retrofit/2.9.0,Xiaomi Redmi Note 12,SmartSeg_Synthetic_v1.csv,SPIN_WHEEL,gamification,-0.22335524417729208,,-0.6004562591894422,655.5
2026-02-23 15:08:19.079,6,759315bbad44b905e68386e59bb2a071,9zd76szn9dde3cup,en,Bronze,Silver,gamification,mfawlaGameStatus,Buy Now,,2429,pending,/gamification/mfawlaGameStatus,,,,,success,,,OK,200,1,,manual_review,Daily Login,family_plan;multi_sim,Ramadan_2026,Volley/1.2.1,Xiaomi Redmi Note 12,SmartSeg_Synthetic_v1.csv,,,1.202439289738322,,1.6650014220014935,1215.0
